Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Georgia St.2006,2006,Georgia St.,CAA,7,22,17.0,None
East Tennessee St.2006,2006,East Tennessee St.,ASun,15,13,17.0,None
Delaware2006,2006,Delaware,CAA,9,21,17.0,None
Tennessee Martin2006,2006,Tennessee Martin,OVC,13,15,17.0,None
Marshall2006,2006,Marshall,CUSA,12,16,17.0,None
Furman2006,2006,Furman,SC,15,13,17.0,None
Fairfield2006,2006,Fairfield,MAAC,9,19,17.0,None
UTSA2006,2006,UTSA,Slnd,11,17,17.0,None
Elon2006,2006,Elon,SC,15,14,17.0,None
Utah Valley St.2006,2006,Utah Valley St.,ind,16,13,17.0,None
Rider2006,2006,Rider,MAAC,8,20,17.0,None
Radford2006,2006,Radford,BSth,16,13,17.0,None
New Orleans2006,2006,New Orleans,SB,10,19,17.0,None
Western Michigan2006,2006,Western Michigan,MAC,14,17,17.0,None
Cornell2006,2006,Cornell,Ivy,13,15,17.0,None
Chicago St.2006,2006,Chicago St.,MCon,11,19,17.0,None
William & Mary2006,2006,William & Mary,CAA,8,20,17.0,None
Chattanooga2006,2006,Chattanooga,SC,19,13,17.0,None
St. Bonaventure2006,2006,St. Bonaventure,A10,8,19,17.0,None
Appalachian St.2006,2006,Appalachian St.,SC,14,16,17.0,None
TCU2006,2006,TCU,MWC,6,25,17.0,None
Robert Morris2006,2006,Robert Morris,NEC,15,14,17.0,None
Hartford2006,2006,Hartford,AE,13,15,17.0,None
Mount St. Mary's2006,2006,Mount St. Mary's,NEC,13,17,17.0,None
Cleveland St.2006,2006,Cleveland St.,Horz,10,18,17.0,None
Western Carolina2006,2006,Western Carolina,SC,13,17,17.0,None
Florida Atlantic2006,2006,Florida Atlantic,ASun,15,13,17.0,None
Richmond2006,2006,Richmond,A10,13,17,17.0,None
Cal Poly2006,2006,Cal Poly,BW,10,19,17.0,None
Southern Utah2006,2006,Southern Utah,MCon,10,20,17.0,None
Towson2006,2006,Towson,CAA,12,16,17.0,None
Weber St.2006,2006,Weber St.,BSky,10,17,17.0,None
Wofford2006,2006,Wofford,SC,11,18,17.0,None
Youngstown St.2006,2006,Youngstown St.,Horz,7,21,17.0,None
Quinnipiac2006,2006,Quinnipiac,NEC,12,16,17.0,None
Wagner2006,2006,Wagner,NEC,13,14,17.0,None
Harvard2006,2006,Harvard,Ivy,13,14,17.0,None
Sacred Heart2006,2006,Sacred Heart,NEC,11,17,17.0,None
American2006,2006,American,Pat,12,17,17.0,None
Charleston Southern2006,2006,Charleston Southern,BSth,13,16,17.0,None
Yale2006,2006,Yale,Ivy,15,14,17.0,None
Bowling Green2006,2006,Bowling Green,MAC,9,21,17.0,None
Eastern Kentucky2006,2006,Eastern Kentucky,OVC,14,16,17.0,None
Cal St. Northridge2006,2006,Cal St. Northridge,BW,11,17,17.0,None
Gardner Webb2006,2006,Gardner Webb,ASun,17,12,17.0,None
Eastern Michigan2006,2006,Eastern Michigan,MAC,7,21,17.0,None
Princeton2006,2006,Princeton,Ivy,12,15,17.0,None
UMBC2006,2006,UMBC,AE,10,19,17.0,None
St. Francis NY2006,2006,St. Francis NY,NEC,10,17,17.0,None
Alabama A&M2006,2006,Alabama A&M,SWAC,13,13,17.0,None
Jackson St.2006,2006,Jackson St.,SWAC,15,17,17.0,None
Oakland2006,2006,Oakland,MCon,11,18,17.0,None
Hampton2006,2006,Hampton,MEAC,16,16,16.0,R64
East Carolina2006,2006,East Carolina,CUSA,8,20,17.0,None
UNC Greensboro2006,2006,UNC Greensboro,SC,12,19,17.0,None
FIU2006,2006,FIU,SB,8,20,17.0,None
South Carolina St.2006,2006,South Carolina St.,MEAC,14,16,17.0,None
IPFW2006,2006,IPFW,ind,10,18,17.0,None
New Hampshire2006,2006,New Hampshire,AE,12,17,17.0,None
Southern Miss2006,2006,Southern Miss,CUSA,10,21,17.0,None
UMKC2006,2006,UMKC,MCon,14,14,17.0,None
Coppin St.2006,2006,Coppin St.,MEAC,12,18,17.0,None
Stetson2006,2006,Stetson,ASun,14,18,17.0,None
LIU Brooklyn2006,2006,LIU Brooklyn,NEC,12,16,17.0,None
Louisiana Monroe2006,2006,Louisiana Monroe,Slnd,10,18,17.0,None
Arkansas Pine Bluff2006,2006,Arkansas Pine Bluff,SWAC,13,16,17.0,None
Campbell2006,2006,Campbell,ASun,10,18,17.0,None
Colgate2006,2006,Colgate,Pat,10,19,17.0,None
UC Davis2006,2006,UC Davis,ind,8,20,17.0,None
Norfolk St.2006,2006,Norfolk St.,MEAC,13,18,17.0,None
Idaho2006,2006,Idaho,WAC,4,25,17.0,None
Alabama St.2006,2006,Alabama St.,SWAC,12,18,17.0,None
Florida A&M2006,2006,Florida A&M,MEAC,14,17,17.0,None
Lafayette2006,2006,Lafayette,Pat,11,17,17.0,None
Maine2006,2006,Maine,AE,12,16,17.0,None
Bethune Cookman2006,2006,Bethune Cookman,MEAC,15,15,17.0,None
UNC Asheville2006,2006,UNC Asheville,BSth,9,19,17.0,None
Brown2006,2006,Brown,Ivy,10,17,17.0,None
Columbia2006,2006,Columbia,Ivy,11,16,17.0,None
Western Illinois2006,2006,Western Illinois,MCon,7,21,17.0,None
South Dakota St.2006,2006,South Dakota St.,ind,9,20,17.0,None
Central Michigan2006,2006,Central Michigan,MAC,4,24,17.0,None
Duquesne2006,2006,Duquesne,A10,3,24,17.0,None
Northern Colorado2006,2006,Northern Colorado,ind,5,24,17.0,None
UC Riverside2006,2006,UC Riverside,BW,5,23,17.0,None
Navy2006,2006,Navy,Pat,10,18,17.0,None
Grambling St.2006,2006,Grambling St.,SWAC,14,13,17.0,None
Dartmouth2006,2006,Dartmouth,Ivy,6,21,17.0,None
Nicholls St.2006,2006,Nicholls St.,Slnd,9,18,17.0,None
Kennesaw St.2006,2006,Kennesaw St.,ASun,12,17,17.0,None
Southeast Missouri St.2006,2006,Southeast Missouri St.,OVC,7,20,17.0,None
Alcorn St.2006,2006,Alcorn St.,SWAC,8,20,17.0,None
James Madison2006,2006,James Madison,CAA,5,23,17.0,None
Longwood2006,2006,Longwood,ind,10,20,17.0,None
Stony Brook2006,2006,Stony Brook,AE,4,24,17.0,None
Eastern Illinois2006,2006,Eastern Illinois,OVC,6,21,17.0,None
Howard2006,2006,Howard,MEAC,7,22,17.0,None
VMI2006,2006,VMI,BSth,7,20,17.0,None
Centenary2006,2006,Centenary,MCon,4,23,17.0,None
Mercer2006,2006,Mercer,ASun,9,19,17.0,None
Texas Southern2006,2006,Texas Southern,SWAC,8,22,17.0,None
North Carolina A&T2006,2006,North Carolina A&T,MEAC,6,23,17.0,None
Texas St.2006,2006,Texas St.,Slnd,3,24,17.0,None
Mississippi Valley St.2006,2006,Mississippi Valley St.,SWAC,9,19,17.0,None
Liberty2006,2006,Liberty,BSth,7,23,17.0,None
North Florida2006,2006,North Florida,ASun,6,22,17.0,None
Maryland Eastern Shore2006,2006,Maryland Eastern Shore,MEAC,7,22,17.0,None
St. Francis PA2006,2006,St. Francis PA,NEC,4,24,17.0,None
Texas Pan American2006,2006,Texas Pan American,ind,7,24,17.0,None
Morehead St.2006,2006,Morehead St.,OVC,4,23,17.0,None
Jacksonville2006,2006,Jacksonville,ASun,1,26,17.0,None
The Citadel2006,2006,The Citadel,SC,10,21,17.0,None
Army2006,2006,Army,Pat,5,22,17.0,None
Prairie View A&M2006,2006,Prairie View A&M,SWAC,5,24,17.0,None
Morgan St.2006,2006,Morgan St.,MEAC,4,26,17.0,None
Savannah St.2006,2006,Savannah St.,ind,2,28,17.0,None
North Carolina2007,2007,North Carolina,ACC,31,7,1.0,E8
Florida2007,2007,Florida,SEC,35,5,1.0,Champ
Ohio St.2007,2007,Ohio St.,B10,35,4,1.0,C2
Georgetown2007,2007,Georgetown,BE,30,7,2.0,F4
Kansas2007,2007,Kansas,B12,33,5,1.0,E8
UCLA2007,2007,UCLA,P10,30,6,2.0,F4
Texas A&M2007,2007,Texas A&M,B12,27,7,3.0,S16
Wisconsin2007,2007,Wisconsin,B10,30,6,2.0,R64
Memphis2007,2007,Memphis,CUSA,33,4,2.0,E8
Duke2007,2007,Duke,ACC,22,11,6.0,R64
Pittsburgh2007,2007,Pittsburgh,BE,29,8,3.0,S16
Maryland2007,2007,Maryland,ACC,25,9,4.0,R32
Kentucky2007,2007,Kentucky,SEC,22,12,8.0,R32
Indiana2007,2007,Indiana,B10,21,11,7.0,R32
Butler2007,2007,Butler,Horz,29,7,5.0,S16
Southern Illinois2007,2007,Southern Illinois,MVC,29,7,4.0,S16
Michigan St.2007,2007,Michigan St.,B10,23,12,9.0,R32
Oregon2007,2007,Oregon,P10,29,8,3.0,E8
Louisville2007,2007,Louisville,BE,24,10,6.0,R32
Air Force2007,2007,Air Force,MWC,26,9,17.0,None
Villanova2007,2007,Villanova,BE,22,11,9.0,R64
Notre Dame2007,2007,Notre Dame,BE,24,8,6.0,R64
Georgia Tech2007,2007,Georgia Tech,ACC,20,12,10.0,R64
Arizona2007,2007,Arizona,P10,20,11,8.0,R64
Texas2007,2007,Texas,B12,25,10,4.0,R32
Mississippi St.2007,2007,Mississippi St.,SEC,21,14,17.0,None
Washington St.2007,2007,Washington St.,P10,26,8,3.0,R32
Creighton2007,2007,Creighton,MVC,22,11,10.0,R64
Clemson2007,2007,Clemson,ACC,25,11,17.0,None
Purdue2007,2007,Purdue,B10,22,12,9.0,R32
Tennessee2007,2007,Tennessee,SEC,24,11,5.0,S16
Xavier2007,2007,Xavier,A10,25,9,9.0,R32
West Virginia2007,2007,West Virginia,BE,27,9,17.0,None
Florida St.2007,2007,Florida St.,ACC,22,13,17.0,None
Missouri St.2007,2007,Missouri St.,MVC,22,11,17.0,None
Illinois2007,2007,Illinois,B10,23,12,12.0,R64
Virginia Tech2007,2007,Virginia Tech,ACC,22,12,5.0,R32
Marquette2007,2007,Marquette,BE,24,10,8.0,R64
USC2007,2007,USC,P10,25,12,5.0,S16
Syracuse2007,2007,Syracuse,BE,24,11,17.0,None
UNLV2007,2007,UNLV,MWC,30,7,7.0,S16
Arkansas2007,2007,Arkansas,SEC,21,14,12.0,R64
Vanderbilt2007,2007,Vanderbilt,SEC,22,12,6.0,S16
Boston College2007,2007,Boston College,ACC,21,12,7.0,R32
Akron2007,2007,Akron,MAC,26,7,17.0,None
BYU2007,2007,BYU,MWC,25,9,8.0,R64
Nevada2007,2007,Nevada,WAC,29,5,7.0,R32
Virginia2007,2007,Virginia,ACC,21,11,4.0,R32
Gonzaga2007,2007,Gonzaga,WCC,23,11,10.0,R64
DePaul2007,2007,DePaul,BE,20,14,17.0,None
Winthrop2007,2007,Winthrop,BSth,29,5,11.0,R32
VCU2007,2007,VCU,CAA,28,7,11.0,R32
Bradley2007,2007,Bradley,MVC,22,13,17.0,None
LSU2007,2007,LSU,SEC,17,15,17.0,None
Georgia2007,2007,Georgia,SEC,19,14,17.0,None
Connecticut2007,2007,Connecticut,BE,17,14,17.0,None
Kansas St.2007,2007,Kansas St.,B12,23,12,17.0,None
Oklahoma2007,2007,Oklahoma,B12,16,15,17.0,None
Michigan2007,2007,Michigan,B10,22,13,17.0,None
Mississippi2007,2007,Mississippi,SEC,21,13,17.0,None
Davidson2007,2007,Davidson,SC,29,5,13.0,R64
Alabama2007,2007,Alabama,SEC,20,12,17.0,None
Missouri2007,2007,Missouri,B12,18,12,17.0,None
Old Dominion2007,2007,Old Dominion,CAA,24,9,12.0,R64
Wichita St.2007,2007,Wichita St.,MVC,17,14,17.0,None
Stanford2007,2007,Stanford,P10,18,13,11.0,R64
Massachusetts2007,2007,Massachusetts,A10,24,9,17.0,None
Washington2007,2007,Washington,P10,19,13,17.0,None
Northern Iowa2007,2007,Northern Iowa,MVC,18,13,17.0,None
Iowa2007,2007,Iowa,B10,17,14,17.0,None
Texas Tech2007,2007,Texas Tech,B12,21,13,10.0,R64
Providence2007,2007,Providence,BE,18,13,17.0,None
Drexel2007,2007,Drexel,CAA,23,9,17.0,None
Oklahoma St.2007,2007,Oklahoma St.,B12,22,13,17.0,None
North Carolina St.2007,2007,North Carolina St.,ACC,20,16,17.0,None
Appalachian St.2007,2007,Appalachian St.,SC,25,8,17.0,None
Santa Clara2007,2007,Santa Clara,WCC,21,10,17.0,None
California2007,2007,California,P10,16,17,17.0,None
Hawaii2007,2007,Hawaii,WAC,18,13,17.0,None
San Diego St.2007,2007,San Diego St.,MWC,22,11,17.0,None
Kent St.2007,2007,Kent St.,MAC,21,11,17.0,None
Nebraska2007,2007,Nebraska,B12,17,14,17.0,None
Evansville2007,2007,Evansville,MVC,14,17,17.0,None
Loyola Chicago2007,2007,Loyola Chicago,Horz,21,11,17.0,None
Auburn2007,2007,Auburn,SEC,17,15,17.0,None
Illinois St.2007,2007,Illinois St.,MVC,15,16,17.0,None
Miami OH2007,2007,Miami OH,MAC,18,15,14.0,R64
Oral Roberts2007,2007,Oral Roberts,MCon,23,11,14.0,R64
George Mason2007,2007,George Mason,CAA,18,15,17.0,None
Utah St.2007,2007,Utah St.,WAC,23,12,17.0,None
Texas A&M Corpus Chris2007,2007,Texas A&M Corpus Chris,Slnd,26,7,15.0,R64
Penn2007,2007,Penn,Ivy,22,9,14.0,R64
Holy Cross2007,2007,Holy Cross,Pat,25,9,13.0,R64
Houston2007,2007,Houston,CUSA,18,15,17.0,None
George Washington2007,2007,George Washington,A10,23,9,11.0,R64
New Mexico St.2007,2007,New Mexico St.,WAC,25,9,13.0,R64
Saint Joseph's2007,2007,Saint Joseph's,A10,18,14,17.0,None
Bucknell2007,2007,Bucknell,Pat,22,9,17.0,None
Hofstra2007,2007,Hofstra,CAA,22,10,17.0,None
Wright St.2007,2007,Wright St.,Horz,23,10,14.0,R64
Utah Valley St.2007,2007,Utah Valley St.,ind,22,7,17.0,None
Wake Forest2007,2007,Wake Forest,ACC,15,16,17.0,None
Saint Mary's2007,2007,Saint Mary's,WCC,17,15,17.0,None
North Dakota St.2007,2007,North Dakota St.,ind,20,8,17.0,None
Seton Hall2007,2007,Seton Hall,BE,13,16,17.0,None
Fresno St.2007,2007,Fresno St.,WAC,22,10,17.0,None
Baylor2007,2007,Baylor,B12,15,16,17.0,None
Colorado St.2007,2007,Colorado St.,MWC,17,13,17.0,None
Miami FL2007,2007,Miami FL,ACC,12,20,17.0,None
Drake2007,2007,Drake,MVC,17,15,17.0,None
Toledo2007,2007,Toledo,MAC,19,13,17.0,None
UCF2007,2007,UCF,CUSA,22,9,17.0,None
Long Beach St.2007,2007,Long Beach St.,BW,24,8,12.0,R64
Boise St.2007,2007,Boise St.,WAC,17,14,17.0,None
Tulsa2007,2007,Tulsa,CUSA,20,11,17.0,None
Western Kentucky2007,2007,Western Kentucky,SB,22,11,17.0,None
UAB2007,2007,UAB,CUSA,15,16,17.0,None
Western Michigan2007,2007,Western Michigan,MAC,16,16,17.0,None
Marist2007,2007,Marist,MAAC,25,9,17.0,None
Saint Louis2007,2007,Saint Louis,A10,20,13,17.0,None
Belmont2007,2007,Belmont,ASun,23,10,15.0,R64
College of Charleston2007,2007,College of Charleston,SC,22,11,17.0,None
Vermont2007,2007,Vermont,AE,25,8,17.0,None
Dayton2007,2007,Dayton,A10,19,12,17.0,None
Ohio2007,2007,Ohio,MAC,19,13,17.0,None
South Carolina2007,2007,South Carolina,SEC,14,16,17.0,None
Southern Miss2007,2007,Southern Miss,CUSA,20,11,17.0,None
Oakland2007,2007,Oakland,MCon,19,14,17.0,None
St. John's2007,2007,St. John's,BE,16,15,17.0,None
Wyoming2007,2007,Wyoming,MWC,17,15,17.0,None
Temple2007,2007,Temple,A10,12,18,17.0,None
Sam Houston St.2007,2007,Sam Houston St.,Slnd,21,10,17.0,None
UTEP2007,2007,UTEP,CUSA,14,17,17.0,None
Iowa St.2007,2007,Iowa St.,B12,15,16,17.0,None
Rhode Island2007,2007,Rhode Island,A10,19,14,17.0,None
Northwestern2007,2007,Northwestern,B10,13,18,17.0,None
Fordham2007,2007,Fordham,A10,18,12,17.0,None
Albany2007,2007,Albany,AE,23,10,13.0,R64
New Mexico2007,2007,New Mexico,MWC,15,17,17.0,None
Indiana St.2007,2007,Indiana St.,MVC,13,18,17.0,None
Cincinnati2007,2007,Cincinnati,BE,11,19,17.0,None
Tulane2007,2007,Tulane,CUSA,17,13,17.0,None
Arizona St.2007,2007,Arizona St.,P10,8,22,17.0,None
Green Bay2007,2007,Green Bay,Horz,18,15,17.0,None
Utah2007,2007,Utah,MWC,11,19,17.0,None
South Alabama2007,2007,South Alabama,SB,20,12,17.0,None
Penn St.2007,2007,Penn St.,B10,11,19,17.0,None
Valparaiso2007,2007,Valparaiso,MCon,16,15,17.0,None
Siena2007,2007,Siena,MAAC,20,12,17.0,None
South Florida2007,2007,South Florida,BE,12,18,17.0,None
Towson2007,2007,Towson,CAA,15,17,17.0,None
Illinois Chicago2007,2007,Illinois Chicago,Horz,14,18,17.0,None
UC Santa Barbara2007,2007,UC Santa Barbara,BW,18,11,17.0,None
Detroit2007,2007,Detroit,Horz,11,19,17.0,None
Cal Poly2007,2007,Cal Poly,BW,19,11,17.0,None
Charlotte2007,2007,Charlotte,A10,14,16,17.0,None
San Francisco2007,2007,San Francisco,WCC,13,18,17.0,None
Idaho St.2007,2007,Idaho St.,BSky,13,17,17.0,None
San Diego2007,2007,San Diego,WCC,18,14,17.0,None
Minnesota2007,2007,Minnesota,B10,9,22,17.0,None
Northern Arizona2007,2007,Northern Arizona,BSky,18,12,17.0,None
North Texas2007,2007,North Texas,SB,23,11,15.0,R64
Austin Peay2007,2007,Austin Peay,OVC,21,12,17.0,None
UNC Greensboro2007,2007,UNC Greensboro,SC,16,14,17.0,None
Northwestern St.2007,2007,Northwestern St.,Slnd,17,15,17.0,None
East Tennessee St.2007,2007,East Tennessee St.,ASun,24,10,17.0,None
American2007,2007,American,Pat,16,14,17.0,None
UC Irvine2007,2007,UC Irvine,BW,15,18,17.0,None
SMU2007,2007,SMU,CUSA,14,17,17.0,None
Tennessee Tech2007,2007,Tennessee Tech,OVC,19,13,17.0,None
Rice2007,2007,Rice,CUSA,16,16,17.0,None
TCU2007,2007,TCU,MWC,13,17,17.0,None
High Point2007,2007,High Point,BSth,22,10,17.0,None
Oregon St.2007,2007,Oregon St.,P10,11,21,17.0,None
Yale2007,2007,Yale,Ivy,14,13,17.0,None
Portland St.2007,2007,Portland St.,BSky,19,13,17.0,None
Central Connecticut2007,2007,Central Connecticut,NEC,22,12,16.0,R64
Southern Utah2007,2007,Southern Utah,MCon,16,14,17.0,None
Cal St. Fullerton2007,2007,Cal St. Fullerton,BW,20,10,17.0,None
Eastern Washington2007,2007,Eastern Washington,BSky,15,14,17.0,None
Youngstown St.2007,2007,Youngstown St.,Horz,14,17,17.0,None
Eastern Kentucky2007,2007,Eastern Kentucky,OVC,21,12,16.0,R64
IUPUI2007,2007,IUPUI,MCon,15,15,17.0,None
Weber St.2007,2007,Weber St.,BSky,20,12,15.0,R64
Sacred Heart2007,2007,Sacred Heart,NEC,18,14,17.0,None
Niagara2007,2007,Niagara,MAAC,23,12,16.0,R64
Lipscomb2007,2007,Lipscomb,ASun,18,13,17.0,None
Northeastern2007,2007,Northeastern,CAA,13,19,17.0,None
Cornell2007,2007,Cornell,Ivy,16,12,17.0,None
Marshall2007,2007,Marshall,CUSA,13,19,17.0,None
Loyola MD2007,2007,Loyola MD,MAAC,18,13,17.0,None
Montana2007,2007,Montana,BSky,17,15,17.0,None
Furman2007,2007,Furman,SC,15,16,17.0,None
Boston University2007,2007,Boston University,AE,12,18,17.0,None
Stephen F. Austin2007,2007,Stephen F. Austin,Slnd,15,14,17.0,None
William & Mary2007,2007,William & Mary,CAA,15,15,17.0,None
Louisiana Tech2007,2007,Louisiana Tech,WAC,10,20,17.0,None
Buffalo2007,2007,Buffalo,MAC,12,19,17.0,None
Georgia Southern2007,2007,Georgia Southern,SC,15,16,17.0,None
Delaware St.2007,2007,Delaware St.,MEAC,21,13,17.0,None
Middle Tennessee2007,2007,Middle Tennessee,SB,15,17,17.0,None
Chattanooga2007,2007,Chattanooga,SC,15,18,17.0,None
Chicago St.2007,2007,Chicago St.,ind,9,20,17.0,None
Arkansas St.2007,2007,Arkansas St.,SB,18,15,17.0,None
Ball St.2007,2007,Ball St.,MAC,9,22,17.0,None
Columbia2007,2007,Columbia,Ivy,16,12,17.0,None
Fairfield2007,2007,Fairfield,MAAC,13,19,17.0,None
Rutgers2007,2007,Rutgers,BE,10,19,17.0,None
Pacific2007,2007,Pacific,BW,12,19,17.0,None
Milwaukee2007,2007,Milwaukee,Horz,9,22,17.0,None
Loyola Marymount2007,2007,Loyola Marymount,WCC,13,18,17.0,None
Robert Morris2007,2007,Robert Morris,NEC,17,11,17.0,None
UMKC2007,2007,UMKC,MCon,12,20,17.0,None
Lamar2007,2007,Lamar,Slnd,15,17,17.0,None
Central Michigan2007,2007,Central Michigan,MAC,13,18,17.0,None
Colorado2007,2007,Colorado,B12,7,20,17.0,None
Bowling Green2007,2007,Bowling Green,MAC,13,18,17.0,None
Murray St.2007,2007,Murray St.,OVC,16,14,17.0,None
Liberty2007,2007,Liberty,BSth,14,17,17.0,None
Pepperdine2007,2007,Pepperdine,WCC,8,23,17.0,None
Samford2007,2007,Samford,OVC,16,16,17.0,None
Binghamton2007,2007,Binghamton,AE,13,16,17.0,None
Duquesne2007,2007,Duquesne,A10,10,19,17.0,None
Eastern Michigan2007,2007,Eastern Michigan,MAC,13,19,17.0,None
UNC Wilmington2007,2007,UNC Wilmington,CAA,7,22,17.0,None
Florida Atlantic2007,2007,Florida Atlantic,SB,16,15,17.0,None
Brown2007,2007,Brown,Ivy,11,18,17.0,None
Troy2007,2007,Troy,SB,13,17,17.0,None
Southeastern Louisiana2007,2007,Southeastern Louisiana,Slnd,16,14,17.0,None
Northern Illinois2007,2007,Northern Illinois,MAC,7,23,17.0,None
New Orleans2007,2007,New Orleans,SB,14,17,17.0,None
Cleveland St.2007,2007,Cleveland St.,Horz,10,21,17.0,None
San Jose St.2007,2007,San Jose St.,WAC,5,25,17.0,None
Cal St. Northridge2007,2007,Cal St. Northridge,BW,14,17,17.0,None
Coastal Carolina2007,2007,Coastal Carolina,BSth,15,15,17.0,None
La Salle2007,2007,La Salle,A10,10,20,17.0,None
VMI2007,2007,VMI,BSth,14,19,17.0,None
Western Carolina2007,2007,Western Carolina,SC,11,20,17.0,None
Hartford2007,2007,Hartford,AE,13,18,17.0,None
Mount St. Mary's2007,2007,Mount St. Mary's,NEC,11,20,17.0,None
Georgia St.2007,2007,Georgia St.,CAA,11,20,17.0,None
UNC Asheville2007,2007,UNC Asheville,BSth,12,19,17.0,None
Louisiana Monroe2007,2007,Louisiana Monroe,SB,18,14,17.0,None
Rider2007,2007,Rider,MAAC,16,15,17.0,None
Canisius2007,2007,Canisius,MAAC,12,19,17.0,None
Jacksonville2007,2007,Jacksonville,ASun,15,14,17.0,None
Hampton2007,2007,Hampton,MEAC,15,16,17.0,None
IPFW2007,2007,IPFW,ind,12,17,17.0,None
Wofford2007,2007,Wofford,SC,10,20,17.0,None
Mississippi Valley St.2007,2007,Mississippi Valley St.,SWAC,18,16,17.0,None
Jackson St.2007,2007,Jackson St.,SWAC,21,14,16.0,R64
Lehigh2007,2007,Lehigh,Pat,12,19,17.0,None
Quinnipiac2007,2007,Quinnipiac,NEC,14,15,17.0,None
Florida A&M2007,2007,Florida A&M,MEAC,21,14,16.0,R64
Arkansas Little Rock2007,2007,Arkansas Little Rock,SB,13,17,17.0,None
Centenary2007,2007,Centenary,MCon,10,21,17.0,None
Harvard2007,2007,Harvard,Ivy,12,16,17.0,None
Fairleigh Dickinson2007,2007,Fairleigh Dickinson,NEC,14,16,17.0,None
Army2007,2007,Army,Pat,15,16,17.0,None
Monmouth2007,2007,Monmouth,NEC,12,18,17.0,None
UT Arlington2007,2007,UT Arlington,Slnd,13,17,17.0,None
Manhattan2007,2007,Manhattan,MAAC,13,17,17.0,None
Kennesaw St.2007,2007,Kennesaw St.,ASun,13,18,17.0,None
Texas Pan American2007,2007,Texas Pan American,ind,14,15,17.0,None
Maine2007,2007,Maine,AE,12,18,17.0,None
Navy2007,2007,Navy,Pat,14,16,17.0,None
McNeese St.2007,2007,McNeese St.,Slnd,15,17,17.0,None
Campbell2007,2007,Campbell,ASun,14,17,17.0,None
Princeton2007,2007,Princeton,Ivy,11,17,17.0,None
UMBC2007,2007,UMBC,AE,12,19,17.0,None
Louisiana Lafayette2007,2007,Louisiana Lafayette,SB,9,21,17.0,None
Nicholls St.2007,2007,Nicholls St.,Slnd,8,22,17.0,None
Montana St.2007,2007,Montana St.,BSky,11,19,17.0,None
Portland2007,2007,Portland,WCC,9,23,17.0,None
Central Arkansas2007,2007,Central Arkansas,Slnd,10,20,17.0,None
Elon2007,2007,Elon,SC,7,23,17.0,None
Stony Brook2007,2007,Stony Brook,AE,9,20,17.0,None
Richmond2007,2007,Richmond,A10,8,22,17.0,None
St. Francis NY2007,2007,St. Francis NY,NEC,9,22,17.0,None
Gardner Webb2007,2007,Gardner Webb,ASun,9,21,17.0,None
Morehead St.2007,2007,Morehead St.,OVC,12,18,17.0,None
Tennessee St.2007,2007,Tennessee St.,OVC,12,20,17.0,None
North Carolina A&T2007,2007,North Carolina A&T,MEAC,15,17,17.0,None
FIU2007,2007,FIU,SB,12,17,17.0,None
Colgate2007,2007,Colgate,Pat,10,19,17.0,None
South Carolina St.2007,2007,South Carolina St.,MEAC,13,17,17.0,None
Morgan St.2007,2007,Morgan St.,MEAC,13,18,17.0,None
Wagner2007,2007,Wagner,NEC,11,19,17.0,None
Radford2007,2007,Radford,BSth,8,22,17.0,None
New Hampshire2007,2007,New Hampshire,AE,10,20,17.0,None
Sacramento St.2007,2007,Sacramento St.,BSky,10,19,17.0,None
James Madison2007,2007,James Madison,CAA,7,23,17.0,None
Dartmouth2007,2007,Dartmouth,Ivy,9,18,17.0,None
Jacksonville St.2007,2007,Jacksonville St.,OVC,9,21,17.0,None
Delaware2007,2007,Delaware,CAA,5,26,17.0,None
Southeast Missouri St.2007,2007,Southeast Missouri St.,OVC,11,20,17.0,None
St. Bonaventure2007,2007,St. Bonaventure,A10,7,22,17.0,None
Mercer2007,2007,Mercer,ASun,13,17,17.0,None
Idaho2007,2007,Idaho,WAC,4,27,17.0,None
Arkansas Pine Bluff2007,2007,Arkansas Pine Bluff,SWAC,12,19,17.0,None
Coppin St.2007,2007,Coppin St.,MEAC,12,20,17.0,None
East Carolina2007,2007,East Carolina,CUSA,6,24,17.0,None
Eastern Illinois2007,2007,Eastern Illinois,OVC,10,20,17.0,None
Southern2007,2007,Southern,SWAC,10,21,17.0,None
St. Francis PA2007,2007,St. Francis PA,NEC,8,21,17.0,None
UC Riverside2007,2007,UC Riverside,BW,7,24,17.0,None
LIU Brooklyn2007,2007,LIU Brooklyn,NEC,10,19,17.0,None
Stetson2007,2007,Stetson,ASun,11,20,17.0,None
Texas St.2007,2007,Texas St.,Slnd,9,20,17.0,None
Lafayette2007,2007,Lafayette,Pat,9,21,17.0,None
Northern Colorado2007,2007,Northern Colorado,BSky,4,24,17.0,None
Tennessee Martin2007,2007,Tennessee Martin,OVC,8,23,17.0,None
Western Illinois2007,2007,Western Illinois,MCon,7,23,17.0,None
Saint Peter's2007,2007,Saint Peter's,MAAC,5,25,17.0,None
Grambling St.2007,2007,Grambling St.,SWAC,12,14,17.0,None
UTSA2007,2007,UTSA,Slnd,7,22,17.0,None
Alabama St.2007,2007,Alabama St.,SWAC,10,20,17.0,None
UC Davis2007,2007,UC Davis,ind,5,23,17.0,None
South Dakota St.2007,2007,South Dakota St.,ind,6,24,17.0,None
Longwood2007,2007,Longwood,ind,9,22,17.0,None
Texas Southern2007,2007,Texas Southern,SWAC,14,17,17.0,None
